File_name,Type,Objective_value
now_Truck_20_LP_0_0_100_18rep.csv, Max,110600
prev_Truck_20_LP_40_50_10_18rep.csv, Max,42305
now_Truck_20_LP_40_50_10_18rep.csv, Max,42107
prev_Truck_20_LP_0_0_100_19rep.csv, Min,67400
now_Truck_20_LP_0_0_100_19rep.csv, Min,55200
prev_Truck_20_LP_40_50_10_19rep.csv, Min,27551
now_Truck_20_LP_40_50_10_19rep.csv, Min,21445
prev_Truck_20_LP_0_0_100_19rep.csv, Middle,96000
now_Truck_20_LP_0_0_100_19rep.csv, Middle,92000
prev_Truck_20_LP_40_50_10_19rep.csv, Middle,38146
now_Truck_20_LP_40_50_10_19rep.csv, Middle,34301
prev_Truck_20_LP_0_0_100_19rep.csv, Max,109000
now_Truck_20_LP_0_0_100_19rep.csv, Max,105600
prev_Truck_20_LP_40_50_10_19rep.csv, Max,43867
now_Truck_20_LP_40_50_10_19rep.csv, Max,40780
prev_Truck_20_LP_0_0_100_20rep.csv, Min,55000
now_Truck_20_LP_0_0_100_20rep.csv, Min,60600
prev_Truck_20_LP_40_50_10_20rep.csv, Min,22993
now_Truck_20_LP_40_50_10_20rep.csv, Min,22666
prev_Truck_20_LP_0_0_100_20rep.csv, Middle,96800
now_Truck_20_LP_0_0_100_20rep.csv, Middle,96000
prev_Truck_20_LP_40_50_10_20rep.csv, Middle,39561
now_Truck_20_LP_40_50_10_20rep.csv, Middle,39527
prev_Truck_20_LP_0_0_100_20rep.csv, Max,113600
now_Truck_20_LP_0_0_100_20rep.csv, Max,112400
prev_Truck_20_LP_40_50_10_20rep.csv, Max,46745
now_Truck_20_LP_40_50_10_20rep.csv, Max,44960
